X				Y			OBJECTID	SPECIES	DIAMETER
-89.37325782	43.1546458	25563	952	1
-89.37324145	43.15477915	25564	320	14
-89.37324461	43.15490061	25565	320	13
-89.37323802	43.15499825	25566	952	16
-89.37323138	43.15516733	25567	952	1
-89.37321827	43.15529354	25568	320	19
-89.37318567	43.15538403	25569	952	1
-89.37314005	43.15548641	25570	952	8
-89.3731107	43.15557928	25571	320	16
-89.37319844	43.15567934	25572	320	15
-89.37337406	43.15572466	25573	320	16
-89.37355942	43.15580095	25574	320	10
-89.37373502	43.15587008	25575	320	22
-89.37365036	43.15597483	25576	544	24
-89.37352029	43.15591881	25577	544	13
-89.37330892	43.15583775	25578	544	14
-89.37313005	43.15577814	25579	544	22
-89.37292507	43.15584711	25580	320	20
-89.37278183	43.15597803	25581	320	17
-89.37263863	43.15607799	25582	315	1
-89.3724043	43.15622078	25583	320	20
-89.37228389	43.15628979	25584	320	18
-89.37203991	43.15630159	25585	320	20
-89.37217986	43.1562064	25586	320	19
-89.37231654	43.15613501	25587	320	16
-89.3724272	43.15606361	25588	320	16
-89.37255086	43.15599699	25589	320	21
-89.3726713	43.15590178	25590	320	11
-89.37273315	43.15584465	25591	320	2
-89.37282104	43.15576134	25592	320	22
-89.37288292	43.15567087	25593	320	18
-89.37295458	43.15554706	25594	320	23
-89.3730002	43.15545658	25595	952	1
-89.37307849	43.15518275	25596	952	1
-89.37309167	43.15496365	25597	320	14
-89.37310154	43.15482553	25598	320	17
-89.37310811	43.1547398	25599	952	12
-89.37311481	43.15450166	25600	952	13
-89.37311821	43.15431352	25601	952	10
-89.3731315	43.15396583	25602	952	13
-89.37314136	43.15383723	25603	952	14
-89.37314144	43.15373721	25604	1	0
-89.37314807	43.15358956	25605	320	8
-89.37315472	43.15340143	25606	320	16
-89.37316781	43.15330379	25607	320	8
-89.37319395	43.15316091	25608	320	12
-89.37322331	43.153049	25609	320	15
-89.37340911	43.15256325	25610	320	17
-89.37227322	43.1565629	25611	554	19
-89.37234079	43.15667934	25612	554	20
-89.37240159	43.15679577	25613	554	20
-89.37248267	43.1569345	25614	554	11
-89.37255698	43.15707819	25615	554	16
-89.37261442	43.1571748	25616	554	21
-89.37269551	43.15730363	25617	554	22
-89.37274616	43.15741758	25618	554	24
-89.37280359	43.15752411	25619	554	22
-89.37287792	43.15765045	25620	554	21
-89.37293873	43.15775698	25621	554	23
-89.37301645	43.15786847	25622	554	13
-89.3731111	43.15795767	25623	554	21
-89.37324975	43.15803203	25624	554	16
-89.37341548	43.15808659	25625	554	23
-89.37356769	43.15812628	25626	554	23
-89.3737605	43.15817094	25627	554	22
-89.37392624	43.15821312	25628	554	17
-89.37413951	43.15804479	25629	951	24
-89.37419373	43.15792345	25630	1	0
-89.37426489	43.15777735	25631	952	14
-89.37429544	43.15765105	25632	952	12
-89.37421106	43.15739096	25633	951	24
-89.37411304	43.15728194	25634	951	22
-89.37400824	43.15719026	25635	951	17
-89.3738899	43.15709362	25636	952	11
-89.37379524	43.15701432	25637	952	16
-89.37368707	43.1569053	25638	951	24
-89.37355872	43.15663775	25639	951	19
-89.37356561	43.15649163	25640	951	20
-89.37358939	43.15636037	25641	951	16
-89.37368085	43.15621304	25642	951	19
-89.37374183	43.15610905	25643	951	15
-89.37395427	43.156976	25644	951	17
-89.37421042	43.15821695	25645	951	12
-89.37415958	43.15833086	25646	951	20
-89.37408506	43.15844971	25647	544	21
-89.37401394	43.15854504	25648	544	19
-89.37391591	43.15844098	25649	544	8
-89.37382108	43.15857468	25650	544	12
-89.37373303	43.15868114	25651	544	21
-89.37361114	43.15879997	25652	544	11
-89.37344186	43.15895841	25653	544	21
-89.37333353	43.15903515	25654	544	22
-89.37320829	43.15912178	25655	544	8
-89.37305935	43.15921583	25656	544	22
-89.37290366	43.15929997	25657	544	18
-89.37253134	43.15950043	25658	544	15
-89.37216237	43.15974547	25659	544	21
-89.37203372	43.15984943	25660	544	19
-89.37193216	43.1599336	25661	544	19
-89.37185427	43.16003016	25662	544	13
-89.37159012	43.16033963	25663	544	14
-89.37150883	43.16045353	25664	544	22
-89.37132587	43.16076799	25665	554	11
-89.37124455	43.16091161	25666	554	11
-89.37148827	43.16076311	25667	554	12
-89.37167798	43.16046103	25668	823	18
-89.37185073	43.16022086	25669	544	19
-89.37213515	43.15993864	25670	544	17
-89.37229427	43.15980992	25671	544	19
-89.37240936	43.15973567	25672	544	15
-89.37270047	43.15954261	25673	544	21
-89.37379084	43.1583047	25674	554	17
-89.37361496	43.15825262	25675	554	19
-89.3733376	43.15818067	25676	554	11
-89.37290812	43.15795263	25677	554	12
-89.37284728	43.1578783	25678	554	13
-89.37271215	43.15764295	25679	554	18
-89.37263784	43.15750174	25680	554	18
-89.37257026	43.15739274	25681	554	11
-89.37232024	43.15698644	25682	554	14
-89.37227971	43.15691212	25683	554	21
-89.37224259	43.1567957	25684	554	13
-89.37218516	43.15668917	25685	554	20
-89.36965049	43.15757313	25686	544	3
-89.36952368	43.157504	25687	544	3
-89.36938387	43.15743011	25688	544	21
-89.36920835	43.15726571	25689	541	22
-89.36922151	43.15709663	25690	541	16
-89.36924114	43.15696328	25691	541	25
-89.36907855	43.15690128	25692	544	17
-89.36896461	43.15700125	25693	541	25
-89.36904574	43.15721801	25694	541	16
-89.36888297	43.15736558	25695	544	10
-89.36859667	43.15740117	25696	544	17
-89.36843401	43.15741777	25697	544	12
-89.3681412	43.15747002	25698	544	21
-89.36790696	43.15749134	25699	544	16
-89.36771827	43.15751745	25700	544	16
-89.36755559	43.15754357	25701	544	11
-89.36738967	43.15756254	25702	544	17
-89.36724979	43.15756962	25703	544	23
-89.36706762	43.15757191	25704	544	13
-89.36652104	43.15765738	25705	544	22
-89.36655669	43.15780267	25706	970	1
-89.36669329	43.15782893	25707	96	9
-89.36682673	43.15775993	25708	544	21
-89.3670122	43.15770049	25709	544	21
-89.36724969	43.15768393	25710	544	15
-89.36742536	43.15767449	25711	544	18
-89.36758151	43.15766265	25712	544	6
-89.36777021	43.15763655	25713	544	12
-89.36793288	43.15760567	25714	544	18
-89.36810531	43.15758908	25715	544	19
-89.36828424	43.15756535	25716	544	14
-89.368463	43.15774166	25717	541	12
-89.3684694	43.15786312	25718	544	13
-89.36842376	43.15797265	25719	541	21
-89.36872626	43.15800851	25720	544	20
-89.3686841	43.1578656	25721	541	15
-89.36862239	43.15774888	25722	541	13
-89.36858998	43.15761074	25723	541	15
-89.3687267	43.15750364	25724	544	14
-89.36892841	43.15747753	25725	544	19
-89.36911059	43.15746809	25726	544	11
-89.36929596	43.15751819	25727	544	18
-89.36943903	43.15758732	25728	544	21
-89.36960486	43.15767789	25729	544	23
-89.36991711	43.1577209	25730	320	12
-89.37001154	43.15760901	25731	320	10
-89.37007341	43.15753283	25732	320	8
-89.3701711	43.1574138	25733	320	20
-89.37026228	43.15730906	25734	320	18
-89.37036974	43.15717336	25735	320	7
-89.3705976	43.15698533	25736	320	15
-89.37076032	43.15690443	25737	320	14
-89.3709523	43.15683545	25738	320	12
-89.37108896	43.15679741	25739	320	9
-89.37128093	43.15673558	25740	1	0
-89.37159981	43.15662379	25741	320	22
-89.37172021	43.1565786	25742	320	10
-89.3718764	43.15651436	25743	320	23
-89.37190254	43.15637625	25744	320	20
-89.37176586	43.15643811	25745	320	20
-89.37160967	43.15650472	25746	320	19
-89.37141444	43.15657132	25747	320	15
-89.37127127	43.15661888	25748	320	17
-89.37113787	43.15665455	25749	320	12
-89.37096867	43.15670924	25750	320	15
-89.37080598	43.15675918	25751	320	16
-89.37049683	43.15690431	25752	320	11
-89.37035687	43.15700189	25753	320	22
-89.37023967	43.15711139	25754	320	11
-89.37007684	43.15732803	25755	320	15
-89.36991403	43.15751847	25756	320	9
-89.36986171	43.15784233	25757	320	6
-89.36985186	43.15794235	25758	316	16
-89.36988753	43.15807573	25759	320	14
-89.36994273	43.15819721	25760	320	14
-89.37000116	43.15834489	25761	320	9
-89.3701345	43.15838305	25762	954	11
-89.3702679	43.15835215	25763	954	11
-89.37041759	43.1582903	25764	954	15
-89.37055102	43.15822606	25765	954	18
-89.37074956	43.1581047	25766	954	20
-89.37089277	43.15800831	25767	954	4
-89.37105876	43.15789645	25768	954	16
-89.37125404	43.15778223	25769	954	15
-89.37140701	43.15768942	25770	954	13
-89.37167064	43.15751569	25771	951	16
-89.37177804	43.15745144	25772	954	14
-89.37204815	43.15732534	25773	954	15
-89.37215877	43.15729681	25774	954	25
-89.37229868	43.15725162	25775	954	19
-89.37236041	43.15735643	25776	554	21
-89.37226605	43.15738259	25777	954	10
-89.37211638	43.15742062	25778	954	18
-89.37199923	43.1574682	25779	954	17
-89.37184302	43.15755625	25780	954	12
-89.37167052	43.15766334	25781	954	12
-89.37153382	43.15775139	25782	954	13
-89.37138085	43.15785135	25783	954	12
-89.37124089	43.15794416	25784	954	15
-89.37107491	43.15803935	25785	954	15
-89.3709675	43.15810836	25786	954	15
-89.37082755	43.15819642	25787	954	17
-89.37068109	43.15829161	25788	954	18
-89.37053464	43.15836299	25789	954	19
-89.37018646	43.15848667	25790	954	15
-89.37014079	43.15864144	25791	320	9
-89.37020898	43.15878436	25792	320	14
-89.37027067	43.15892252	25793	320	8
-89.37032588	43.15903685	25794	781	1
-89.37039732	43.15917978	25795	781	1
-89.37044276	43.1593084	25796	320	16
-89.37061186	43.15937277	25797	951	21
-89.37074854	43.15931806	25798	951	18
-89.37089498	43.15925144	25799	951	21
-89.37104144	43.15917292	25800	951	22
-89.37119114	43.15909916	25801	951	25
-89.37149707	43.15893021	25802	951	19
-89.37195594	43.15869465	25803	951	23
-89.37224884	43.15854236	25804	951	18
-89.37238553	43.15846383	25805	951	21
-89.37255804	43.15833531	25806	951	16
-89.37267522	43.15824962	25807	951	17
-89.37279241	43.15815441	25808	951	11
-89.3729096	43.15805444	25809	951	19
-89.37297131	43.15817116	25810	951	18
-89.37286064	43.15826161	25811	951	17
-89.37278576	43.15833302	25812	954	19
-89.37263603	43.15843774	25813	951	26
-89.37246353	43.1585496	25814	951	18
-89.37233009	43.15863289	25815	951	19
-89.37218038	43.15871856	25816	951	16
-89.3720437	43.15878756	25817	951	17
-89.37185494	43.15888274	25818	951	14
-89.371715	43.15895651	25819	952	7
-89.37158482	43.15902789	25820	951	20
-89.37143187	43.15909451	25821	951	20
-89.37128541	43.15918256	25822	951	15
-89.37101203	43.15932532	25823	951	10
-89.37076743	43.16006347	25824	954	10
-89.37094616	43.16029694	25825	954	7
-89.37107945	43.16040417	25826	954	11
-89.37131034	43.16050191	25827	954	7
-89.37124844	43.16061143	25828	954	8
-89.37098829	43.16048509	25829	954	12
-89.37088425	43.16042075	25830	954	9
-89.37077049	43.1602921	25831	954	9
-89.37059183	43.15998481	25832	701	1
-89.37053014	43.15984189	25833	320	7
-89.37045221	43.15966801	25834	320	7
-89.37034179	43.15945362	25835	320	13
-89.37025738	43.15924639	25836	320	15
-89.37020218	43.1591273	25837	320	15
-89.37015348	43.15901773	25838	320	13
-89.37009828	43.15889863	25839	320	5
-89.37004309	43.15876524	25840	320	8
-89.36997489	43.15862946	25841	320	11
-89.36992296	43.15849369	25842	320	14
-89.36986775	43.1583865	25843	320	13
-89.36979307	43.15822453	25844	320	15
-89.36974113	43.1580959	25845	320	14
-89.36969895	43.1579649	25846	316	16
-89.36972185	43.15781488	25847	316	17
-89.37188798	43.14848743	25848	544	20
-89.37191292	43.1486158	25849	320	9
-89.3719772	43.14876515	25850	320	15
-89.37205222	43.1489014	25851	1	0
-89.37217726	43.14912674	25852	320	13
-89.37224513	43.14925514	25853	320	11
-89.37238447	43.14949882	25854	320	12
-89.37247021	43.14965866	25855	320	19
-89.37255952	43.14982373	25856	320	11
-89.37262027	43.14992069	25857	318	22
-89.37268458	43.15003336	25858	320	14
-89.3727596	43.15017223	25859	320	17
-89.37282034	43.1502718	25860	320	9
-89.37288821	43.15041591	25861	320	14
-89.37295964	43.15057574	25862	320	12
-89.37302395	43.15068841	25863	320	9
-89.37305962	43.15082203	25864	970	1
-89.37311671	43.15101591	25865	320	11
-89.37316315	43.15111023	25866	320	11
-89.37321311	43.15127791	25867	970	10
-89.37325237	43.15139843	25868	320	5
-89.37330236	43.1515242	25869	320	11
-89.37337726	43.15181239	25870	970	8
-89.37339864	43.1519329	25871	320	18
-89.3734235	43.15216082	25872	320	17
-89.37342342	43.15226822	25873	320	22
-89.37363803	43.15234429	25874	320	15
-89.37363455	43.1522264	25875	320	10
-89.37363109	43.1520797	25876	320	11
-89.37362047	43.15193562	25877	320	14
-89.37359195	43.151802	25878	970	9
-89.37356341	43.15169458	25879	970	10
-89.37347775	43.15143259	25880	320	8
-89.3734385	43.15129373	25881	320	11
-89.37339923	43.15118107	25882	970	2
-89.37334567	43.15105006	25883	970	2
-89.37325287	43.15076186	25884	320	6
-89.37320289	43.15063348	25885	320	10
-89.37312789	43.15045793	25886	320	5
-89.37304573	43.15030072	25887	320	10
-89.37296713	43.15015398	25888	320	10
-89.37290283	43.15002821	25889	315	2
-89.37281351	43.14986838	25890	320	14
-89.37273849	43.14972688	25891	320	15
-89.37265989	43.14959587	25892	320	5
-89.37260273	43.14948582	25893	320	16
-89.37252412	43.14935742	25894	320	12
-89.37243835	43.1492395	25895	320	18
-89.3723955	43.14912946	25896	315	2
-89.37244205	43.14908233	25897	974	3
-89.3723205	43.14896963	25898	320	9
-89.37224545	43.14886219	25899	320	7
-89.37217758	43.14873642	25900	320	10
-89.3721276	43.14860541	25901	320	8
-89.3722673	43.14839067	25902	554	16
-89.37247839	43.14838814	25903	554	16
-89.37265013	43.14838559	25904	554	12
-89.37283617	43.14838829	25905	554	18
-89.37302578	43.14840147	25906	554	15
-89.37320109	43.14839631	25907	554	17
-89.37339429	43.14839639	25908	554	17
-89.37356244	43.1484017	25909	554	17
-89.37377353	43.14839917	25910	554	15
-89.37395957	43.14840187	25911	554	20
-89.37414562	43.14839933	25912	554	16
-89.37431019	43.14840726	25913	554	16
-89.37449623	43.14840733	25914	554	21
-89.37468227	43.14840741	25915	554	18
-89.37490767	43.14841012	25916	554	19
-89.37509372	43.14840496	25917	554	18
-89.3752726	43.14840765	25918	554	18
-89.37526914	43.14826095	25919	554	16
-89.37510814	43.14825827	25920	554	15
-89.37495072	43.1482582	25921	554	15
-89.37477898	43.14826861	25922	554	8
-89.37457148	43.14825805	25923	554	19
-89.37441406	43.1482606	25924	554	8
-89.37419582	43.14825265	25925	554	21
-89.37403124	43.1482552	25926	823	21
-89.37379511	43.14825248	25927	554	14
-89.37364485	43.1482498	25928	554	15
-89.37341945	43.14824708	25929	554	17
-89.37326919	43.14824702	25930	554	18
-89.37311893	43.14824171	25931	554	21
-89.37290069	43.14824162	25932	554	13
-89.37273611	43.14824417	25933	554	22
-89.37253934	43.14823885	25934	554	19
-89.37234971	43.148244	25935	554	17
-89.37220303	43.14824132	25936	554	20
-89.37173435	43.14823063	25937	544	15
-89.37154473	43.14823055	25938	544	15
-89.37135868	43.14823571	25939	544	11
-89.37118696	43.14823039	25940	544	11
-89.37099018	43.1482303	25941	544	11
-89.37080056	43.14823284	25942	544	11
-89.37061451	43.14823537	25943	544	11
-89.37041775	43.14822481	25944	544	15
-89.37022813	43.14822472	25945	544	16
-89.37006355	43.14822465	25946	544	12
-89.36988824	43.14822457	25947	544	10
-89.36968074	43.14821923	25948	544	13
-89.36950542	43.14822439	25949	544	9
-89.36931581	43.14821383	25950	661	1
-89.36892942	43.14821103	25951	544	10
-89.36874697	43.14819522	25952	544	7
-89.36858599	43.14817157	25953	544	9
-89.36842146	43.14812172	25954	544	11
-89.36826051	43.14806401	25955	544	10
-89.36810673	43.14798797	25956	544	8
-89.36797085	43.1479067	25957	544	15
-89.36781351	43.14782541	25958	320	9
-89.36767404	43.14774938	25959	320	9
-89.36750953	43.14767595	25960	320	5
-89.3673307	43.14761561	25961	320	8
-89.36715901	43.14757362	25962	320	11
-89.36697657	43.14754471	25963	320	12
-89.36665105	43.14748954	25964	320	11
-89.36647217	43.1474816	25965	320	8
-89.3662933	43.14746579	25966	320	11
-89.36612157	43.14746571	25967	320	11
-89.36595701	43.14745253	25968	320	12
-89.36578529	43.14744197	25969	320	6
-89.3655921	43.14743401	25970	320	10
-89.36540607	43.14742344	25971	554	7
-89.36523078	43.14741288	25972	554	10
-89.36505189	43.14741541	25973	554	8
-89.36488732	43.14741009	25974	554	9
-89.36470486	43.14740214	25975	554	9
-89.36454387	43.14739943	25976	554	10
-89.36435783	43.14740196	25977	554	12
-89.36420756	43.1474045	25978	554	13
-89.36400723	43.14738868	25979	554	14
-89.3638391	43.1473624	25980	554	11
-89.36366739	43.1473466	25981	554	12
-89.36349925	43.14733079	25982	554	14
-89.36330965	43.14731498	25983	554	15
-89.36276197	43.14761333	25984	970	15
-89.36276185	43.14774432	25985	970	12
-89.36276172	43.1478753	25986	970	13
-89.36275802	43.1479958	25987	970	4
-89.36275075	43.1481163	25988	970	12
-89.36274347	43.1482499	25989	970	13
-89.36273262	43.14836515	25990	970	12
-89.36272534	43.14849089	25991	970	12
-89.36272163	43.14862973	25992	970	13
-89.36272149	43.14877381	25993	970	13
-89.36271065	43.14888645	25994	970	11
-89.36270695	43.14901219	25995	970	12
-89.36269248	43.1491746	25996	970	10
-89.36268879	43.14929248	25997	970	10
-89.36268508	43.14943132	25998	970	8
-89.36267416	43.14962779	25999	970	5
-89.36266321	43.14984259	26000	661	3
-89.3626631	43.14996048	26001	970	15
-89.36265222	43.15010979	26002	970	15
-89.3626342	43.150246	26003	970	12
-89.36283112	43.15010727	26004	661	4
-89.36284194	43.15000903	26005	661	4
-89.36284918	43.14992521	26006	661	4
-89.36285284	43.14983876	26007	661	4
-89.36285294	43.14973922	26008	661	3
-89.36286376	43.14964753	26009	661	4
-89.36286393	43.1494694	26010	661	3
-89.36286759	43.14938295	26011	661	4
-89.36287484	43.14929127	26012	661	3
-89.36287136	43.14919172	26013	661	5
-89.36288217	43.1491079	26014	661	3
-89.36288942	43.14901622	26015	661	4
-89.36288951	43.14892191	26016	661	4
-89.36290399	43.14874378	26017	661	6
-89.36290766	43.1486521	26018	661	6
-89.36291133	43.14855517	26019	661	2
-89.36291499	43.14846349	26020	661	6
-89.36291866	43.14836656	26021	661	8
-89.36291875	43.14827487	26022	661	5
-89.36292956	43.14819367	26023	661	6
-89.3629369	43.14800506	26024	661	3
-89.36294414	43.147916	26025	661	6
-89.36294781	43.14782169	26026	661	5
-89.36294798	43.14765142	26027	970	14
-89.36295525	43.1475283	26028	970	18
-89.36331308	43.14746561	26029	554	15
-89.36354203	43.14748668	26030	554	16
-89.3637531	43.14750251	26031	554	11
-89.36392839	43.14752618	26032	554	11
-89.36411442	43.14753675	26033	554	11
-89.36431118	43.14754471	26034	554	13
-89.36450438	43.1475448	26035	554	11
-89.36494084	43.14756336	26036	554	8
-89.36511972	43.14756607	26037	554	10
-89.36531292	43.14756355	26038	554	10
-89.36548106	43.14757411	26039	554	9
-89.3656671	43.14758468	26040	320	11
-89.36586744	43.14759264	26041	320	12
-89.3660642	43.14760845	26042	320	13
-89.36625381	43.1476164	26043	320	11
-89.36660441	43.14763229	26044	320	8
-89.36677971	43.14764547	26045	320	11
-89.36698002	43.14769272	26046	320	10
-89.36729836	43.14777147	26047	320	9
-89.36762381	43.14790784	26048	320	13
-89.36785983	43.14803632	26049	544	14
-89.36801359	43.14812808	26050	544	16
-89.36823174	43.14823821	26051	462	15
-89.36823532	43.14822773	26052	462	16
-89.36853935	43.14831694	26053	544	17
-89.36872894	43.1483537	26054	544	15
-89.36890067	43.14836164	26055	544	17
-89.36906882	43.14836696	26056	544	22
-89.36922266	43.14836965	26057	544	16
-89.36944805	43.14836975	26058	544	9
-89.36961264	43.14836459	26059	544	18
-89.36980225	43.1483673	26060	544	19
-89.36997041	43.14836475	26061	544	13
-89.37021727	43.14836749	26062	544	22
-89.37039616	43.14837019	26063	544	21
-89.37073246	43.14837296	26064	544	18
-89.37092924	43.14837567	26065	544	18
-89.37111886	43.14837575	26066	544	21
-89.37127986	43.14837582	26067	544	21
-89.37145874	43.14837852	26068	544	21
-89.37166268	43.14837337	26069	544	24
-89.37886443	43.14827833	26070	554	17
-89.37863904	43.14827169	26071	554	14
-89.37839932	43.14827946	26072	320	13
-89.37818109	43.1482689	26073	544	10
-89.3780022	43.14827145	26074	320	11
-89.37785194	43.14826615	26075	320	11
-89.37766232	43.14826608	26076	320	14
-89.37747269	43.14827125	26077	544	12
-89.37736537	43.14826334	26078	544	9
-89.3772795	43.14826855	26079	544	10
-89.37719721	43.1482659	26080	317	24
-89.37690741	43.14826578	26081	317	17
-89.37683229	43.14826051	26082	317	16
-89.37664267	43.14826044	26083	320	14
-89.37647451	43.14826299	26084	320	12
-89.37632066	43.14826555	26085	320	13
-89.37611674	43.14825499	26086	320	15
-89.37594859	43.14825492	26087	320	12
-89.37580906	43.14825487	26088	320	14
-89.37957282	43.14829038	26089	544	8
-89.37972308	43.14828782	26090	544	13
-89.37990197	43.14828789	26091	544	13
-89.38008444	43.14828533	26092	661	2
-89.3802669	43.14829326	26093	544	7
-89.38045294	43.14829071	26094	544	7
-89.38063183	43.14829339	26095	544	7
-89.38081787	43.1482987	26096	544	6
-89.38115776	43.14829096	26097	544	14
-89.38132233	43.14829888	26098	544	14
-89.38163359	43.14830685	26099	544	11
-89.38181247	43.14830691	26100	544	7
-89.38200568	43.1482965	26101	544	12
-89.38217744	43.14825465	26102	544	9
-89.38232417	43.14818921	26103	544	9
-89.38244945	43.14809756	26104	544	4
-89.38253896	43.14798757	26105	544	9
-89.3825891	43.14790376	26106	544	11
-89.38261423	43.14778065	26107	544	10
-89.38263583	43.14756584	26108	462	13
-89.38280751	43.14765497	26109	941	1
-89.3834227	43.14792762	26110	320	12
-89.38366607	43.1477941	26111	951	13
-89.38384858	43.14771034	26112	954	5
-89.38395953	43.14765274	26113	954	6
-89.38445341	43.14740142	26114	954	8
-89.38458224	43.14733859	26115	970	1
-89.38493297	43.14714747	26116	320	11
-89.38514054	43.14704537	26117	313	23
-89.38534811	43.14694065	26118	320	13
-89.38544831	43.14689091	26119	320	10
-89.38471454	43.14745783	26120	823	15
-89.37938047	43.14706039	26121	317	30
-89.37938416	43.14690321	26122	544	6
-89.3791911	43.14671191	26123	317	32
-89.37936279	43.14677484	26124	1	0
-89.37921964	43.1468298	26125	320	10
-89.37922307	43.14704985	26126	317	11
-89.37914044	43.14753053	26127	317	16
-89.37913326	43.14757506	26128	317	18
-89.37912599	43.14773485	26129	320	9
-89.37911877	43.14782654	26130	320	11
-89.37910438	43.14793656	26131	320	12
-89.37910788	43.14804134	26132	320	13
-89.37909709	43.14813303	26133	317	28
-89.37926881	43.14815143	26134	500	5
-89.37926883	43.14811213	26135	500	7
-89.37930106	43.14807547	26136	544	14
-89.3792474	43.14805711	26137	500	6
-89.37924387	43.1480021	26138	320	14
-89.37929756	43.14796021	26139	320	12
-89.37923677	43.14791303	26140	320	18
-89.37927619	43.1478266	26141	781	8
-89.37925834	43.14776896	26142	661	3
-89.37928704	43.14766156	26143	661	9
-89.38286026	43.14632005	26144	320	14
-89.38283852	43.14674181	26145	320	17
-89.38283127	43.14689374	26146	317	19
-89.38267395	43.14673651	26147	462	11
-89.38267772	43.14644442	26148	462	12
-89.38138628	43.14630775	26149	462	21
-89.3812323	43.14651727	26150	462	20
-89.38102465	43.14674248	26151	462	18
-89.38079913	43.14692315	26152	462	17
-89.38054142	43.14710905	26153	951	23
-89.38041971	43.1472007	26154	951	24
-89.38027656	43.14726876	26155	462	16
-89.37991512	43.14739698	26156	462	17
-89.37967189	43.14732616	26157	320	15
-89.37987226	43.14729742	26158	320	19
-89.38004403	43.14724247	26159	320	20
-89.38020507	43.14716918	26160	320	20
-89.38037328	43.1470828	26161	954	9
-89.3805809	43.14692307	26162	317	19
-89.38090663	43.14667957	26163	317	35
-89.38103551	43.14655125	26164	320	11
-89.38110354	43.14646483	26165	320	7
-89.38120381	43.14632602	26166	320	5
-89.38128618	43.14619507	26167	320	19
-89.38135066	43.14607197	26168	320	19
-89.38098943	43.14591728	26169	462	21
-89.38046361	43.14577301	26170	954	8
-89.38022749	43.14578078	26171	320	19
-89.38015944	43.14589602	26172	320	11
-89.38000905	43.14607672	26173	320	18
-89.37989092	43.14617622	26174	320	14
-89.37971196	43.14629666	26175	320	18
-89.37956164	43.14638305	26176	1	0
-89.37886747	43.14652949	26177	320	19
-89.37870647	43.14653991	26178	320	17
-89.37850613	43.14652674	26179	320	19
-89.37842027	43.14652408	26180	320	15
-89.37829147	43.14653189	26181	317	22
-89.37819129	43.14653447	26182	317	29
-89.37799461	43.14641913	26183	320	12
-89.37814129	43.14641657	26184	320	11
-89.37835237	43.14641665	26185	320	11
-89.37852409	43.1464272	26186	320	18
-89.37867793	43.14642726	26187	320	16
-89.37884608	43.14642208	26188	320	16
-89.37907865	43.14639597	26189	544	21
-89.37915021	43.14638814	26190	544	23
-89.37931481	43.14634629	26191	320	17
-89.37947226	43.14628871	26192	320	11
-89.37967983	43.14618924	26193	320	17
-89.37977648	43.14612117	26194	320	19
-89.37998413	43.1459012	26195	320	14
-89.38005576	43.1457912	26196	320	14
-89.37938696	43.14548445	26197	544	10
-89.37917592	43.14542936	26198	544	9
-89.37893627	43.14536902	26199	544	24
-89.3787145	43.14531392	26200	462	23
-89.37836753	43.14522472	26201	462	13
-89.37790913	43.14588731	26202	320	17
-89.37790546	43.14600782	26203	544	12
-89.37789453	43.14628549	26204	544	11
-89.37775164	43.14599466	26205	544	13
-89.37777346	43.1454917	26206	544	14
-89.3770224	43.14517705	26207	320	12
-89.37689719	43.145177	26208	320	10
-89.37670401	43.14517168	26209	320	13
-89.37651082	43.1451716	26210	1	0
-89.3761781	43.14517147	26211	320	12
-89.37577745	43.14513201	26212	320	8
-89.37589195	43.14510848	26213	320	9
-89.37599571	43.14508757	26214	320	15
-89.37805282	43.14507659	26215	544	13
-89.37816371	43.14508711	26216	544	11
-89.37832111	43.14510551	26217	544	13
-89.37859655	43.14515801	26218	544	9
-89.37877182	43.14519737	26219	462	13
-89.37925827	43.14533378	26220	462	16
-89.37947646	43.14539149	26221	544	5
-89.37973034	43.1455802	26222	1	0
-89.37978408	43.14547543	26223	462	18
-89.37991285	43.14550168	26224	462	17
-89.38005593	43.1455384	26225	544	13
-89.38090724	43.14576662	26226	954	13
-89.38115763	43.1458322	26227	462	16
-89.3812864	43.14586368	26228	462	14
-89.38169775	43.1459791	26229	462	14
-89.38184442	43.14599486	26230	462	15
-89.38242396	43.14604222	26231	1	0
-89.38306077	43.14605292	26232	661	8
-89.38331834	43.14608182	26233	320	17
-89.38344711	43.14612116	26234	320	6
-89.38369392	43.14620507	26235	544	17
-89.38385127	43.14630467	26236	317	19
-89.38401219	43.14641475	26237	317	20
-89.38419096	43.14659556	26238	315	1
-89.3842589	43.14665846	26239	315	1
-89.38439833	43.14681568	26240	320	14
-89.38445911	43.14688381	26241	320	12
-89.38455207	43.14697684	26242	315	1
-89.38458056	43.14720214	26243	320	8
-89.38449833	43.14710519	26244	320	10
-89.38435889	43.14696106	26245	317	7
-89.38423375	43.14683528	26246	320	8
-89.3841694	43.14675405	26247	320	10
-89.38404068	43.14663612	26248	544	17
-89.38397275	43.14655489	26249	320	11
-89.38387979	43.14646317	26250	320	10
-89.38378323	43.14640027	26251	541	17
-89.38366878	43.14634783	26252	541	12
-89.38324672	43.14619051	26253	1	0
-89.3830285	43.14616686	26254	544	13
-89.38270316	43.1458262	26255	320	12
-89.38272119	43.14560091	26256	544	12
-89.3827213	43.14543064	26257	317	25
-89.3827178	43.14531013	26258	320	10
-89.38272145	43.14519225	26259	970	2
-89.38272513	43.14504293	26260	320	11
-89.38273953	43.14489362	26261	320	15
