X				Y			OBJECTID	SPECIES	DIAMETER
-89.3508783	43.08951461	44309	661	2
-89.35070575	43.08952307	44310	941	1
-89.35054782	43.08953155	44311	972	29
-89.35038111	43.0895443	44312	544	18
-89.35023196	43.08954635	44313	972	32
-89.35000677	43.08955693	44314	544	8
-89.34963533	43.08958027	44315	320	13
-89.34937504	43.08959725	44316	320	18
-89.34917324	43.08960784	44317	544	25
-89.34891295	43.0896141	44318	544	15
-89.34942833	43.08904215	44319	1	0
-89.34997535	43.08891175	44320	544	20
-89.35010407	43.08887969	44321	541	26
-89.35026497	43.08883049	44322	541	18
-89.35043172	43.08877915	44323	462	15
-89.35058677	43.0887321	44324	544	8
-89.35074774	43.08862289	44325	970	2
-89.35084142	43.08853935	44326	1	0
-89.35095852	43.08843226	44327	1	0
-89.35114589	43.08825019	44328	318	12
-89.35126591	43.08814524	44329	317	23
-89.35135081	43.08805956	44330	544	9
-89.3515733	43.08786036	44331	554	16
-89.3516699	43.08777683	44332	554	15
-89.35174895	43.08769114	44333	544	10
-89.35183384	43.08762046	44334	315	1
-89.35194216	43.08751336	44335	320	9
-89.35205634	43.08740412	44336	554	12
-89.35215	43.0873313	44337	554	13
-89.35226125	43.08721992	44338	2	13
-89.35233736	43.08715566	44339	554	14
-89.35240763	43.08708069	44340	554	12
-89.35248374	43.08701215	44341	554	9
-89.35258912	43.0869179	44342	554	10
-89.35282327	43.08673586	44343	554	16
-89.35291692	43.08666947	44344	781	2
-89.35302813	43.08659238	44345	554	15
-89.35315691	43.08650029	44346	781	1
-89.35323885	43.08644247	44347	554	15
-89.35335299	43.08636538	44348	554	11
-89.35348761	43.08626901	44349	320	17
-89.35356371	43.08621332	44350	320	12
-89.35366028	43.08614479	44351	554	6
-89.35377734	43.08606556	44352	315	1
-89.35392661	43.08595419	44353	554	18
-89.35379795	43.08594126	44354	544	14
-89.353915	43.08586845	44355	544	11
-89.35423066	43.08602082	44356	954	16
-89.35438844	43.08614094	44357	954	18
-89.35482379	43.08647342	44358	554	23
-89.35496698	43.08656995	44359	554	26
-89.3550517	43.08664074	44360	1	0
-89.35517151	43.08672868	44361	554	17
-89.3552767	43.08680591	44362	554	25
-89.35537019	43.08688527	44363	320	14
-89.35548999	43.08697107	44364	554	27
-89.35558642	43.087044	44365	554	19
-89.35575881	43.08717913	44366	544	30
-89.35587276	43.08726493	44367	554	4
-89.35600133	43.08735932	44368	554	20
-89.35610943	43.08745154	44369	554	25
-89.35622633	43.08752663	44370	554	13
-89.35651566	43.08769612	44371	554	25
-89.35664132	43.08777335	44372	1	0
-89.35675823	43.08783343	44373	554	22
-89.35690144	43.08791068	44374	554	24
-89.35700958	43.08797718	44375	554	13
-89.35712064	43.08803726	44376	554	17
-89.3572434	43.08809949	44377	554	12
-89.35733692	43.08815527	44378	554	16
-89.35755904	43.08828185	44379	554	16
-89.35774317	43.0883827	44380	554	14
-89.35584743	43.08823491	44381	554	27
-89.35597246	43.08829541	44382	554	26
-89.35609748	43.08836425	44383	554	23
-89.35617988	43.08841431	44384	320	20
-89.35622819	43.08843518	44385	320	20
-89.35630206	43.0884894	44386	554	19
-89.35640435	43.08854572	44387	320	30
-89.3565436	43.08860832	44388	318	24
-89.3566942	43.08868759	44389	320	14
-89.35680786	43.08875017	44390	317	45
-89.35697844	43.08876277	44391	544	17
-89.35711489	43.08878785	44392	544	25
-89.3571802	43.08886082	44393	544	26
-89.35746174	43.08880055	44394	661	6
-89.35735935	43.08883384	44395	544	9
-89.35718294	43.08896293	44396	544	11
-89.35692422	43.08895445	44397	544	15
-89.35680488	43.0888877	44398	544	26
-89.35671963	43.08883764	44399	544	21
-89.35642127	43.08867493	44400	554	20
-89.35630477	43.08861235	44401	554	11
-89.35615986	43.08852891	44402	554	18
-89.35601778	43.08845381	44403	554	26
-89.35589276	43.0883808	44404	554	24
-89.35578479	43.08831823	44405	554	25
-89.35543815	43.08810964	44406	320	18
-89.35531315	43.08801997	44407	320	6
-89.35521372	43.08794489	44408	315	1
-89.35510577	43.08786356	44409	315	1
-89.35499498	43.08778222	44410	320	13
-89.35489555	43.08770089	44411	320	12
-89.35481885	43.08764459	44412	554	15
-89.35470239	43.08754866	44413	320	22
-89.35456603	43.08744856	44414	320	22
-89.35444954	43.08737347	44415	544	12
-89.35428763	43.08724209	44416	317	43
-89.35419672	43.08717953	44417	317	45
-89.35413707	43.08713365	44418	317	36
-89.35405769	43.08692938	44419	544	10
-89.35414576	43.08698361	44420	544	9
-89.35426791	43.08707538	44421	462	18
-89.35436449	43.08715462	44422	544	14
-89.35447244	43.08723595	44423	541	15
-89.35456334	43.08730894	44424	1	0
-89.35469686	43.08740696	44425	554	15
-89.35479628	43.08748203	44426	554	24
-89.35490708	43.08755712	44427	554	21
-89.35498946	43.08762176	44428	554	28
-89.35510025	43.08771143	44429	320	10
-89.35520536	43.08778443	44430	320	14
-89.35529626	43.0878595	44431	320	14
-89.35540705	43.08794917	44432	320	11
-89.35551784	43.08802842	44433	320	10
-89.35281078	43.08683625	44434	462	33
-89.35318291	43.08711779	44435	320	17
-89.35310039	43.08718026	44436	544	10
-89.35302654	43.08711978	44437	781	1
-89.35281349	43.08695295	44438	317	27
-89.35155853	43.08796075	44439	320	10
-89.35168071	43.08802543	44440	1	0
-89.35180289	43.08809635	44441	320	7
-89.35192222	43.08816311	44442	320	8
-89.35206428	43.08825071	44443	320	13
-89.35199596	43.08832361	44444	320	16
-89.35187381	43.08823601	44445	320	14
-89.35165218	43.0881171	44446	320	15
-89.35153568	43.08805034	44447	320	9
-89.35148454	43.08801905	44448	320	2
-89.34987119	43.08911414	44449	320	12
-89.34987952	43.08928918	44450	320	15
-89.34990207	43.0894559	44451	320	17
-89.34990482	43.08953092	44452	680	2
-89.34993294	43.0897935	44453	954	9
-89.34997239	43.09009985	44454	544	11
-89.34998077	43.09022697	44455	544	7
-89.34985567	43.09022689	44456	954	18
-89.34985016	43.0900706	44457	544	11
-89.34983326	43.08993931	44458	544	15
-89.34982202	43.08982886	44459	544	15
-89.34981076	43.089733	44460	544	17
-89.34978267	43.08944124	44461	1	0
-89.34977142	43.08933704	44462	320	18
-89.34975175	43.08914115	44463	318	16
-89.34974331	43.08906196	44464	320	7
-89.35431146	43.09001321	44465	320	9
-89.35447077	43.08993412	44466	320	13
-89.35462156	43.08984668	44467	320	12
-89.35478087	43.08976551	44468	317	36
-89.35489466	43.08970515	44469	954	15
-89.35498855	43.08964685	44470	954	8
-89.35507674	43.08960106	44471	954	4
-89.35519053	43.08954278	44472	941	1
-89.35530717	43.0894845	44473	954	7
-89.35549777	43.08938251	44474	954	8
-89.35561726	43.08931589	44475	1	0
-89.35583631	43.08920141	44476	1	0
-89.35594727	43.08913688	44477	541	20
-89.35614071	43.08903696	44478	1	0
-89.35629717	43.08895787	44479	544	28
-89.35638252	43.08890999	44480	320	13
-89.35641677	43.08878081	44481	320	9
-89.35616074	43.08892028	44482	320	12
-89.35605264	43.08897648	44483	320	12
-89.35592747	43.08904101	44484	941	1
-89.35581367	43.08910346	44485	941	2
-89.35571126	43.08915549	44486	320	9
-89.35534997	43.08934283	44487	954	18
-89.35517928	43.0894365	44488	941	2
-89.35503418	43.08951977	44489	954	9
-89.35487203	43.08959677	44490	554	17
-89.35460176	43.08974873	44491	544	24
-89.35451073	43.08979244	44492	941	1
-89.35441684	43.08984656	44493	320	10
-89.35432011	43.08990069	44494	320	10
-89.35420063	43.08996313	44495	941	3
-89.35408968	43.09001933	44496	320	10
-89.35397589	43.09007761	44497	320	9
-89.35385071	43.0901463	44498	315	1
-89.35371699	43.09021915	44499	554	20
-89.35355199	43.09030866	44500	320	11
-89.35325352	43.09024388	44501	320	13
-89.35307175	43.09006248	44502	320	15
-89.35296666	43.08996447	44503	318	21
-89.3526344	43.08961627	44504	941	1
-89.35256908	43.08955164	44505	954	7
-89.35248387	43.08947031	44506	1	0
-89.35240437	43.08938066	44507	954	8
-89.35220267	43.08923259	44508	318	13
-89.35202933	43.08914913	44509	544	20
-89.35191851	43.08908863	44510	544	17
-89.35181337	43.08903647	44511	544	16
-89.3516996	43.08907391	44512	544	22
-89.3518502	43.08915318	44513	544	19
-89.35197807	43.08921786	44514	544	11
-89.35207468	43.0892721	44515	701	1
-89.35220254	43.08934511	44516	544	19
-89.35236445	43.08948066	44517	317	36
-89.35240136	43.08952236	44518	317	29
-89.35247804	43.08959742	44519	954	15
-89.35244148	43.08924315	44520	781	1
-89.35260653	43.08912239	44521	320	6
-89.3528171	43.08896415	44522	781	1
-89.35292523	43.08888919	44523	544	15
-89.35304189	43.08880591	44524	315	1
-89.35314717	43.08873721	44525	320	6
-89.3532553	43.08865809	44526	320	7
-89.35335204	43.08858938	44527	544	27
-89.35350854	43.08847903	44528	320	9
-89.35361951	43.08839991	44529	544	21
-89.3537504	43.08830622	44530	318	18
-89.35398372	43.08814382	44531	320	17
-89.35385581	43.08811457	44532	544	26
-89.35367939	43.08824366	44533	320	14
-89.35359118	43.08830612	44534	941	1
-89.35345745	43.08840398	44535	320	8
-89.35337493	43.0884602	44536	941	1
-89.35308754	43.08866424	44537	554	17
-89.35277169	43.0888891	44538	320	12
-89.35265504	43.08896613	44539	941	1
-89.35254975	43.08904317	44540	544	16
-89.35275352	43.08987474	44541	954	19
-89.3528728	43.08999567	44542	315	4
-89.3529722	43.09009576	44543	320	7
-89.35306592	43.09018959	44544	320	16
-89.35315965	43.09027925	44545	544	30
-89.35323349	43.09035848	44546	544	21
-89.35318499	43.09050015	44547	320	15
-89.35294317	43.0906292	44548	320	28
-89.35272979	43.09074368	44549	320	8
-89.35262453	43.0907978	44550	320	9
-89.35246676	43.0909979	44551	320	7
-89.35238271	43.09092685	44552	320	10
-89.35224899	43.09100387	44553	320	10
-89.35204984	43.09110794	44554	1	0
-89.35121623	43.09156378	44555	541	16
-89.35093239	43.09113642	44556	544	19
-89.35093542	43.09098013	44557	544	22
-89.35094412	43.0908301	44558	544	10
-89.35094709	43.09071966	44559	544	18
-89.35095583	43.09054046	44560	544	18
-89.35095879	43.09044044	44561	544	17
-89.35097047	43.09017372	44562	554	15
-89.35096782	43.09000284	44563	554	17
-89.35097641	43.08995908	44564	941	1
-89.35097653	43.08985073	44565	554	24
-89.35098809	43.08969445	44566	554	15
-89.35115011	43.0897258	44567	317	38
-89.35113858	43.08986125	44568	554	14
-89.35114136	43.08992168	44569	320	9
-89.35112975	43.09012589	44570	320	9
-89.35112684	43.09018215	44571	320	8
-89.35111518	43.09042595	44572	544	13
-89.35111224	43.09051347	44573	544	15
-89.35111499	43.09059265	44574	544	15
-89.35110046	43.09086563	44575	544	15
-89.35108894	43.09099065	44576	544	15
-89.35108885	43.09106775	44577	544	14
-89.35108308	43.09114485	44578	544	15
-89.3510801	43.09126154	44579	544	15
-89.35107416	43.09148242	44580	544	16
-89.35240457	43.09170829	44581	544	11
-89.3525326	43.09163335	44582	544	12
-89.35268339	43.09155426	44583	541	12
-89.35281141	43.09148766	44584	544	11
-89.35291669	43.09142312	44585	554	13
-89.35306177	43.09135236	44586	554	16
-89.35321541	43.09126702	44587	541	13
-89.35335482	43.09118583	44588	554	14
-89.35348852	43.0911234	44589	554	6
-89.35350561	43.0910984	44590	661	5
-89.35357104	43.09107135	44591	554	8
-89.35396363	43.09086945	44592	661	4
-89.35408881	43.09080284	44593	554	6
-89.35426235	43.09071334	44594	554	11
-89.35528368	43.09016798	44595	544	13
-89.35539748	43.09010553	44596	544	15
-89.35562222	43.08998897	44597	544	16
-89.35570473	43.08993692	44598	544	13
-89.35583274	43.08987865	44599	544	14
-89.35613429	43.08971837	44600	544	13
-89.35623387	43.08966008	44601	554	10
-89.35634481	43.08960805	44602	554	10
-89.35649274	43.08952687	44603	554	16
-89.35720328	43.0897815	44604	320	14
-89.35749306	43.08999838	44605	544	19
-89.35754988	43.09004217	44606	602	25
-89.35760102	43.09007763	44607	602	36
-89.35779138	43.09020902	44608	320	15
-89.3579448	43.09031954	44609	320	34
-89.35805576	43.09024667	44610	320	11
-89.35789098	43.09012155	44611	320	13
-89.35776028	43.09003604	44612	544	25
-89.35744492	43.08981289	44613	701	1
-89.35732275	43.08972322	44614	320	13
-89.35689913	43.08970631	44615	320	12
-89.35681942	43.08980628	44616	320	14
-89.35564767	43.09011402	44617	554	2
-89.35522378	43.09034299	44618	554	8
-89.35467179	43.09070317	44619	500	11
-89.35462058	43.09073439	44620	500	9
-89.35455795	43.09080938	44621	554	24
-89.35409152	43.09092371	44622	544	20
-89.35384681	43.09109444	44623	544	24
-89.35412885	43.09059449	44624	661	8
-89.35422556	43.09055912	44625	661	7
-89.35441333	43.09045504	44626	554	8
-89.35446177	43.09036338	44627	554	21
-89.35433397	43.09022994	44628	554	17
-89.3542516	43.09015279	44629	554	17
-89.35026088	43.09299076	44630	554	12
-89.35039456	43.09295958	44631	661	10
-89.35044005	43.09295753	44632	661	10
-89.35046282	43.09294087	44633	661	10
-89.35047423	43.09290545	44634	554	18
-89.3505738	43.09286592	44635	661	4
-89.3505994	43.09285969	44636	661	8
-89.35061645	43.09286178	44637	661	3
-89.35061084	43.09280135	44638	554	16
-89.35070753	43.09278682	44639	661	4
-89.35062494	43.09290346	44640	554	16
-89.3507387	43.09287436	44641	554	17
-89.35087817	43.09274942	44642	661	17
-89.3509237	43.09272444	44643	661	12
-89.35108295	43.09269954	44644	544	19
-89.35148997	43.09233929	44645	661	10
-89.35151559	43.09231638	44646	661	12
-89.35167207	43.09222896	44647	544	14
-89.35174888	43.09219149	44648	661	6
-89.35178872	43.09216443	44649	544	11
-89.35204478	43.09202289	44650	554	12
-89.35246869	43.09180018	44651	544	16
-89.35266499	43.09170236	44652	544	18
-89.35280157	43.091617	44653	544	15
-89.35288407	43.09157537	44654	661	12
-89.35293813	43.09154415	44655	661	10
-89.35304055	43.09149003	44656	320	11
-89.3538864	43.09024233	44657	320	13
-89.35365311	43.09036514	44658	554	9
-89.35352509	43.09043174	44659	554	10
-89.35338569	43.09050667	44660	1	0
-89.35316662	43.09062532	44661	320	7
-89.35306705	43.09067944	44662	1	0
-89.35293334	43.09075021	44663	941	1
-89.35248097	43.09099999	44664	1	0
-89.35236149	43.09105618	44665	1	0
-89.35223915	43.09112904	44666	1	0
-89.35211681	43.09119148	44667	1	0
-89.3519262	43.09129347	44668	1	0
-89.35169291	43.09141419	44669	1	0
-89.35776206	43.0890281	44670	554	24
-89.35792685	43.08914489	44671	320	24
-89.35850361	43.0895328	44672	554	15
-89.35877351	43.08973508	44673	320	12
-89.35887297	43.08978723	44674	901	6
-89.35874777	43.08987885	44675	320	10
-89.35866822	43.08982463	44676	680	30
-89.35853185	43.08972036	44677	315	2
-89.35840117	43.08962235	44678	315	2
-89.3581966	43.08948262	44679	554	12
-89.35801477	43.08935124	44680	554	28
-89.35767952	43.08911141	44681	661	5
-89.35469175	43.08844889	44682	954	16
-89.35459802	43.08836965	44683	320	12
-89.35448722	43.0882904	44684	941	4
-89.35441336	43.088232	44685	941	4
-89.354277	43.08812982	44686	941	2
-89.35409236	43.08798592	44687	781	2
-89.35396736	43.08789624	44688	318	18
-89.35387364	43.08780658	44689	554	18
-89.35383395	43.08770028	44690	554	17
-89.353763	43.08758771	44691	544	10
-89.35368637	43.08746264	44692	544	15
-89.35360404	43.0873584	44693	317	17
-89.35353586	43.08730626	44694	375	10
-89.35343345	43.08735621	44695	554	4
-89.3536209	43.08753762	44696	554	4
-89.35369181	43.08768144	44697	554	2
-89.3537344	43.08773773	44698	544	18
-89.35378261	43.08784612	44699	320	14
-89.35387349	43.08793995	44700	554	20
-89.35415188	43.0881485	44701	954	20
-89.35429677	43.08825486	44702	320	14
-89.3544246	43.08835704	44703	320	10
-89.35453254	43.08844879	44704	318	18
-89.35492168	43.08878452	44705	320	18
-89.35503244	43.08890128	44706	317	57
-89.3551858	43.08905765	44707	1	0
-89.35525681	43.08911813	44708	320	15
-89.35536757	43.08923697	44709	554	16
-89.35545861	43.08918701	44710	320	14
-89.35527969	43.08899519	44711	1	0
-89.35519733	43.08890971	44712	320	17
-89.35500704	43.08872414	44713	320	13
-89.3479349	43.0920016	44714	320	19
-89.34805666	43.09241427	44715	320	22
-89.34809918	43.09252891	44716	954	12
-89.348221	43.09289783	44717	544	40
-89.34828051	43.09305832	44718	1	0
-89.34834851	43.09326466	44719	544	21
-89.34848221	43.09321057	44720	544	24
-89.34840575	43.09295004	44721	544	24
-89.34836607	43.09284374	44722	544	27
-89.34804492	43.09272476	44723	941	1
-89.34790556	43.09274967	44724	1	0
-89.34772923	43.09278707	44725	1	0
-89.34757564	43.09282239	44726	941	1
-89.34741922	43.09285146	44727	320	20
-89.3472628	43.0928847	44728	602	26
-89.34715471	43.0929138	44729	317	29
-89.34694141	43.09295742	44730	320	17
-89.34700125	43.0928491	44731	554	4
-89.34720886	43.09281382	44732	317	32
-89.34729134	43.09279512	44733	317	24
-89.34737667	43.09277433	44734	318	13
-89.3475274	43.09274109	44735	320	26
-89.3476952	43.09270786	44736	320	11
-89.34784878	43.09268087	44737	554	24
-89.34802512	43.09263722	44738	320	14
-89.34824709	43.09247691	44739	462	28
-89.34823293	43.09243106	44740	462	29
-89.34820463	43.09232476	44741	462	29
-89.34813944	43.09215385	44742	317	40
-89.34778993	43.09197025	44743	320	12
-89.34762497	43.09200765	44744	320	13
-89.34746286	43.09204297	44745	320	10
-89.34726945	43.09209077	44746	320	19
-89.34715285	43.09211361	44747	320	16
-89.34703055	43.09213854	44748	661	2
-89.34682009	43.09218425	44749	320	5
-89.34671201	43.0922071	44750	320	16
-89.34666094	43.09212163	44751	320	12
-89.34681452	43.09209047	44752	1	0
-89.34703351	43.09204685	44753	317	38
-89.34714158	43.092024	44754	541	11
-89.3473037	43.09198868	44755	320	17
-89.34743168	43.09196168	44756	320	16
-89.34763076	43.09192013	44757	941	1
-89.34779572	43.09188273	44758	320	13
-89.34801196	43.09176409	44759	544	22
-89.34796664	43.09161611	44760	544	10
-89.34794117	43.09151607	44761	544	15
-89.34790147	43.09143061	44762	544	16
-89.34786462	43.09133473	44763	544	18
-89.34783633	43.09122218	44764	544	18
-89.34774843	43.09101999	44765	544	16
-89.34768617	43.09077615	44766	320	11
-89.34766633	43.09072404	44767	316	16
-89.34762101	43.09058648	44768	318	20
-89.34756717	43.09043432	44769	544	9
-89.34769513	43.09042399	44770	972	39
-89.34790838	43.09041579	44771	320	24
-89.34808183	43.09040548	44772	544	5
-89.34821832	43.09039932	44773	544	24
-89.34837755	43.090389	44774	544	10
-89.34853667	43.09047871	44775	972	22
-89.34848264	43.09048493	44776	972	38
-89.34836606	43.09048485	44777	972	18
-89.34822958	43.09048893	44778	544	18
-89.34809024	43.09050343	44779	544	15
-89.34788837	43.09050746	44780	544	23
-89.34750714	43.09070101	44781	544	10
-89.34754113	43.09080523	44782	320	26
-89.34758365	43.09090736	44783	544	9
-89.3476091	43.09102824	44784	544	18
-89.34772806	43.09140132	44785	320	17
-89.34775924	43.09148469	44786	320	16
-89.34782442	43.09165978	44787	544	11
-89.34787541	43.09182027	44788	317	28
-89.34690933	43.09360794	44789	320	20
-89.34684984	43.09343286	44790	320	25
-89.34679884	43.09328279	44791	320	22
-89.3467365	43.09310354	44792	941	1
-89.3468758	43.09312447	44793	951	30
-89.34662321	43.09274088	44794	781	1
-89.34654672	43.09251578	44795	544	12
-89.34624929	43.09160911	44796	954	16
-89.34638576	43.09161754	44797	661	3
-89.34641973	43.09173634	44798	1	0
-89.34648206	43.09192184	44799	954	10
-89.34653589	43.092074	44800	320	15
-89.34662939	43.09234287	44801	544	13
-89.34666616	43.09250543	44802	544	23
-89.34678233	43.09283059	44803	781	2
-89.34516612	43.09217016	44804	941	2
-89.3451748	43.09204931	44805	941	2
-89.34517495	43.0919347	44806	1	0
-89.34517511	43.09180133	44807	320	12
-89.34518379	43.09168464	44808	320	16
-89.3451842	43.09135748	44809	320	15
-89.34519593	43.09107201	44810	541	27
-89.34530772	43.09034899	44811	320	25
-89.34540453	43.09024278	44812	544	6
-89.34553257	43.09016577	44813	320	26
-89.34568334	43.09009919	44814	320	16
-89.34591939	43.09005142	44815	320	20
-89.34608711	43.09007445	44816	320	15
-89.34622638	43.09011622	44817	1	0
-89.34681458	43.09040418	44818	781	2
-89.34693125	43.09032507	44819	320	12
-89.34690293	43.09022919	44820	317	27
-89.3468576	43.09009997	44821	320	24
-89.34692043	43.08987287	44822	781	2
-89.34703419	43.08985002	44823	544	12
-89.34715932	43.0898251	44824	544	10
-89.34734986	43.08979188	44825	544	21
-89.34756026	43.08978368	44826	544	25
-89.34768822	43.08977543	44827	544	14
-89.34780765	43.08976717	44828	544	15
-89.34799531	43.08975896	44829	544	19
-89.34818013	43.08974658	44830	554	28
-89.34833936	43.08974043	44831	544	11
-89.34840771	43.0896467	44832	941	1
-89.34830535	43.0896508	44833	941	2
-89.34813759	43.08966111	44834	941	2
-89.34790727	43.08967347	44835	544	17
-89.34748645	43.08968986	44836	320	11
-89.34674147	43.08974147	44837	1	0
-89.34670748	43.08963101	44838	781	2
-89.34656526	43.08968301	44839	544	19
-89.34660779	43.08977472	44840	544	14
-89.34668708	43.09004151	44841	318	40
-89.34668698	43.09012069	44842	760	2
-89.34652215	43.09005598	44843	554	11
-89.34646248	43.09002677	44844	554	19
-89.34647959	43.08998302	44845	554	22
-89.34635159	43.09002878	44846	554	29
-89.34550711	43.09006364	44847	833	46
-89.34388368	43.09001253	44848	320	24
-89.344023	43.09001471	44849	320	24
-89.34428741	43.09001906	44850	970	10
-89.3445859	43.09005885	44851	544	26
-89.34475357	43.09012148	44852	320	19
-89.34492969	43.09025288	44853	554	22
-89.34503472	43.09039049	44854	320	20
-89.34506592	43.09044885	44855	661	7
-89.34507152	43.09052179	44856	320	11
-89.34508277	43.09061349	44857	320	19
-89.34529582	43.09076992	44858	320	12
-89.34541239	43.09077208	44859	320	15
-89.34567966	43.09077643	44860	554	13
-89.34577632	43.09078274	44861	972	38
-89.34612042	43.09073296	44862	544	20
-89.34628538	43.09069348	44863	544	12
-89.34643042	43.0906644	44864	951	35
-89.34661528	43.09062701	44865	954	9
-89.34710445	43.09052106	44866	320	28
-89.34719261	43.09050236	44867	954	8
-89.34709865	43.09061274	44868	941	5
-89.34693086	43.09064181	44869	954	19
-89.34676874	43.09068338	44870	544	20
-89.34659241	43.09072702	44871	954	20
-89.34643031	43.090754	44872	954	20
-89.34625682	43.09079557	44873	954	11
-89.34613446	43.09087675	44874	318	21
-89.34614857	43.0909622	44875	315	3
-89.34618261	43.09102682	44876	318	34
-89.34620524	43.09111436	44877	318	27
-89.3462988	43.0913353	44878	317	27
-89.34616516	43.09134147	44879	544	12
-89.34612549	43.09123308	44880	544	13
-89.34609717	43.09113721	44881	315	9
-89.3460745	43.09107885	44882	544	12
-89.34560562	43.09086598	44883	544	16
-89.3454862	43.0908659	44884	544	18
-89.34507662	43.0909844	44885	544	7
-89.34505301	43.09167205	44886	320	20
-89.34505281	43.09183251	44887	970	2
-89.34504972	43.09203047	44888	970	8
-89.34503532	43.09217633	44889	318	20
-89.34528061	43.09156801	44890	320	14
-89.34554787	43.09157444	44891	544	11
-89.34561327	43.09157449	44892	554	6
-89.34572985	43.09157248	44893	1	0
-89.34585495	43.09157257	44894	320	18
-89.34650053	43.09144796	44895	320	24
-89.34658586	43.09142927	44896	320	10
-89.34688732	43.09136903	44897	320	17
-89.34693283	43.09135865	44898	320	26
-89.34718595	43.09130255	44899	317	40
-89.34736227	43.09127557	44900	320	14
-89.34749026	43.09124023	44901	320	28
-89.34758411	43.09122362	44902	320	28
-89.34750172	43.09116314	44903	320	18
-89.34728559	43.09119842	44904	941	2
-89.34710926	43.09123582	44905	320	14
-89.34693008	43.09127737	44906	317	30
-89.34676229	43.09130644	44907	317	45
-89.34641816	43.0913854	44908	954	25
-89.34603705	43.0914685	44909	320	18
-89.34585789	43.09149338	44910	320	13
-89.34563897	43.09148698	44911	320	15
-89.34543425	43.09148685	44912	823	4
-89.34533189	43.09148261	44913	317	37
-89.34524944	43.09148464	44914	317	31
-89.34494237	43.09147401	44915	544	17
-89.3447803	43.09147807	44916	544	4
-89.34459549	43.09147169	44917	544	19
-89.34443911	43.0914695	44918	544	18
-89.34429126	43.0914694	44919	544	17
-89.34413773	43.09146513	44920	544	16
-89.34392164	43.09146082	44921	320	20
-89.34340417	43.09145629	44922	661	1
-89.34285258	43.09144966	44923	544	19
-89.34242325	43.09144103	44924	320	36
-89.34288659	43.09153304	44925	318	36
-89.34302023	43.09152896	44926	1	0
-89.34339838	43.09153548	44927	544	17
-89.34379359	43.09154408	44928	320	27
-89.34394997	43.09154627	44929	544	11
-89.34413763	43.0915464	44930	544	3
-89.34430254	43.09154651	44931	320	9
-89.34445322	43.09155287	44932	544	22
-89.34461245	43.09155298	44933	544	16
-89.34476883	43.09155725	44934	544	18
-89.34495079	43.09156154	44935	544	21
-89.34556405	43.09228087	44936	320	14
-89.34598772	43.09226865	44937	941	5
-89.3461669	43.09223126	44938	1	0
-89.3463148	43.09219802	44939	941	1
-89.34639431	43.09227934	44940	544	34
-89.34582268	43.09237273	44941	554	3
-89.34567198	43.09237472	44942	320	14
-89.34529951	43.09236613	44943	320	17
-89.34476498	43.09235327	44944	954	21
-89.34462565	43.09235734	44945	954	17
-89.34444937	43.09235305	44946	954	19
-89.3439576	43.09225061	44947	941	1
-89.34456606	43.09226353	44948	941	3
-89.34503783	43.09244097	44949	318	2
-89.34503205	43.09251599	44950	320	22
-89.34501741	43.09285147	44951	320	19
-89.34501723	43.09299317	44952	544	8
-89.34500838	43.09324948	44953	320	16
-89.34500539	43.09337034	44954	544	20
-89.34499662	43.09355996	44955	315	1
-89.34511296	43.09374967	44956	941	5
-89.34511025	43.09364339	44957	941	5
-89.34513028	43.09354338	44958	320	16
-89.3451219	43.09342043	44959	1	0
-89.34513059	43.09329332	44960	1	0
-89.3452502	43.09314962	44961	320	16
-89.34538667	43.09315596	44962	320	8
-89.34564257	43.09315822	44963	320	18
-89.34581601	43.09316041	44964	320	14
-89.34597525	43.09315635	44965	320	20
-89.34613451	43.09312729	44966	320	13
-89.34630233	43.09308572	44967	320	14
-89.34660663	43.09303174	44968	320	19
-89.34655271	43.09294627	44969	320	16
-89.34641904	43.09297535	44970	320	24
-89.34631665	43.09299612	44971	941	1
-89.34623701	43.09301691	44972	833	1
-89.34612894	43.09303976	44973	1	0
-89.34598674	43.09306467	44974	320	6
-89.34581328	43.09307289	44975	320	20
-89.34566258	43.09307071	44976	320	18
-89.34552042	43.09306853	44977	320	17
-89.34539531	43.09306636	44978	320	17
-89.34515414	43.0926536	44979	318	34
-89.34515719	43.09249315	44980	320	17
-89.34248389	43.08998861	44981	954	12
-89.34260899	43.08999286	44982	320	20
-89.34278526	43.08999715	44983	462	34
-89.3429587	43.08999727	44984	544	24
-89.34318899	43.09000785	44985	1	0
-89.34360676	43.09015609	44986	320	20
-89.34358932	43.0904499	44987	541	6
-89.34357733	43.09093334	44988	544	24
-89.3435743	43.09107712	44989	823	14
-89.34357141	43.09111671	44990	544	18
-89.34356836	43.09127508	44991	544	20
-89.34356536	43.09139802	44992	554	24
-89.34355933	43.09166683	44993	320	13
-89.34355348	43.09179811	44994	315	3
-89.3435418	43.09203357	44995	320	12
-89.34353599	43.09213359	44996	781	2
-89.34352102	43.09272122	44997	320	24
-89.34351801	43.09285041	44998	970	2
-89.34350328	43.09325467	44999	970	8
-89.34350312	43.09337553	45000	544	19
-89.34362261	43.09332143	45001	1	0
-89.34374797	43.09312355	45002	954	15
-89.34392995	43.09312368	45003	2	10
-89.34407496	43.09312794	45004	1	0
-89.3442285	43.09312597	45005	954	19
-89.34438772	43.09313441	45006	941	1
-89.34458107	43.09313662	45007	544	24
